Accession,Description,Genome Length (KB),molGC (%),Genus,Sub-family,Family,Host,Genome composition,Phage Species
OR354823,Staphylococcus phage Alsa_4,148,30,Unclassified,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0647
MF398190,Staphylococcus phage vB_SauM-fRuSau02,148,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
MK417516,Staphylococcus phage J-Sa36,148,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
MT338525,Staphylococcus phage SAM1,148,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
MW546064,Staphylococcus phage PM9,148,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
MW546070,Staphylococcus phage PM32,148,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
NC_005880,Staphylococcus phage K,148,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
NC_047725,Staphylococcus phage Fi200W,148,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
NC_047726,Staphylococcus phage MSA6,148,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
NC_047727,Staphylococcus phage P4W,148,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
OM373557,Staphylococcus phage vB_SpsM-DS10,148,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
KJ206563,Staphylococcus phage 812,147,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
MF405094,Staphylococcus phage JA1,147,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
MK331931,Staphylococcus phage Sa30,147,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
GU169904,Staphylococcus phage SA1,147,46,Unclassified,Ounavirinae,Unclassified,Staphylococcus,dsDNA,vOTU_0659
MW546073,Staphylococcus phage BT3,147,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0602
MT880872,Staphylococcus phage PhiSepi-HH3,147,31,Unclassified,Unclassified,Unclassified,Staphylococcus,dsDNA,vOTU_0663
PQ156939,Staphylococcus phage vB_SauM_HN01,147,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0602
EU418428,Staphylococcus phage A5W,146,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
JX080300,Staphylococcus phage Staph1N,146,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
MT080583,Staphylococcus phage vB_SauM_EW13,146,31,Unclassified,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0676
OR354820,Staphylococcus phage Alsa_1,146,30,Unclassified,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0647
OR354821,Staphylococcus phage Alsa_2,146,30,Unclassified,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0647
MK417514,Staphylococcus virus Sa83,146,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
NC_047722,Staphylococcus phage Staph1N,146,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
NC_047728,Staphylococcus phage A5W,146,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
OQ129426,Staphylococcus phage vB_SauM_JDF86,146,30,Baoshanvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0637
MZ417316,Staphylococcus phage PG-2021_12,145,31,Unclassified,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0651
MZ417317,Staphylococcus phage PG-2021_14,145,31,Unclassified,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0651
MZ417318,Staphylococcus phage PG-2021_15,145,31,Unclassified,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0651
MZ417320,Staphylococcus phage PG-2021_17,145,31,Unclassified,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0686
MZ417334,Staphylococcus phage PG-2021_41,145,31,Unclassified,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0651
MZ417335,Staphylococcus phage PG-2021_43,145,31,Unclassified,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0651
MW363798,Staphylococcus phage LSA2308,145,30,Silviavirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0688
MW528836,Staphylococcus phage vB_SauH_2002,145,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
ON866946,Staphylococcus phage LSA2311,145,30,Silviavirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0688
OQ025229,Staphylococcus phage StAP1,145,30,Silviavirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0688
OQ025230,Staphylococcus phage SAP6,145,30,Silviavirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0688
KY794642,Staphylococcus phage vB_Sau_Clo6,144,31,Unclassified,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0590
MZ417324,Staphylococcus phage PG-2021_22,144,31,Unclassified,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0651
OQ129425,Staphylococcus phage vB_SauM_JDYN,144,31,Unclassified,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0694
LC557520,Staphylococcus phage vB_SsapH-Golestan101-M,144,30,Baoshanvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0692
MG721208,Staphylococcus phage vB_SauM_LM12,144,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0612
MW546075,Staphylococcus phage PM93,144,30,Silviavirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0688
MZ417323,Staphylococcus phage PG-2021_1,144,28,Sepunavirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0695
OL436245,Staphylococcus phage vB_SurM-PSU4,144,30,Baoshanvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0691
OP039102,Staphylococcus phage LJT-1,144,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0602
OR062949,Staphylococcus phage 355Saur083PP,144,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
MT080592,Staphylococcus phage vB_SauM_EW3,143,31,Unclassified,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0700
MT080597,Staphylococcus phage vB_SauM_EW5,143,31,Unclassified,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0700
MT080598,Staphylococcus phage vB_SauM_EW6,143,31,Unclassified,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0700
MT080599,Staphylococcus phage vB_SauM_EW7,143,31,Unclassified,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0700
MZ417333,Staphylococcus phage PG-2021_40,143,31,Unclassified,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0651
MZ417337,Staphylococcus phage PG-2021_47,143,31,Unclassified,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0686
KY794641,Staphylococcus phage vB_Sau_CG,143,31,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
MF001365,Staphylococcus phage SA3,143,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0602
MH078572,Staphylococcus phage phiSA_BS1,143,30,Baoshanvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0637
MH321491,Staphylococcus phage Twillingate,143,28,Sepunavirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0695
MT080585,Staphylococcus phage vB_SauM_EW18,143,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0602
MT080589,Staphylococcus phage vB_SauM_EW26,143,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0602
MT080591,Staphylococcus phage vB_SauM_EW29,143,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0602
MT080601,Staphylococcus phage vB_SauM_EW72,143,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0602
MT786458,Staphylococcus phage vB_SauH_SAP1,143,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0602
MW546068,Staphylococcus phage PM34,143,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
MW546069,Staphylococcus phage PM36,143,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
NC_047945,Staphylococcus phage phiSA_BS1,143,30,Baoshanvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0637
OP913462,Staphylococcus virus vB_SurM-PSU2,143,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0602
OQ338184,Staphylococcus phage HMGUsa2,143,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
OQ557157,Staphylococcus phage vB_SauH_SPJ2,143,30,Silviavirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0688
OR495699,Staphylococcus phage CUB-A,143,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0602
OR640346,Staphylococcus phage vB_SauM-T-SE-E1,143,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0699
OR640347,Staphylococcus phage vB_SauM-T-SE-E2,143,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0602
OR640348,Staphylococcus phage vB_SauM-T-SE-E4,143,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0699
AB903967,Staphylococcus phage phiSA12,142,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
JX878671,Staphylococcus phage JD007,142,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
KJ206559,Staphylococcus phage 812,142,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
KJ888149,Staphylococcus phage MCE-2014,142,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0602
LC648442,Staphylococcus phage vB_SsapH-Golestan-105-M,142,31,Unclassified,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0711
MT080603,Staphylococcus phage vB_SauM_EW9,142,31,Unclassified,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0700
MZ417315,Staphylococcus phage PG-2021_10,142,31,Unclassified,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0686
MZ417328,Staphylococcus phage PG-2021_2,142,31,Unclassified,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0686
KP027446,Staphylococcus phage phiIPLA-RODI,142,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0602
MZ417340,Staphylococcus phage PG-2021_64,142,31,Unclassified,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0686
MZ417346,Staphylococcus phage PG-2021_86,142,31,Unclassified,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0686
MZ417354,Staphylococcus phage PG-2021_9,142,31,Unclassified,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0686
OM850391,Staphylococcus phage O1-102,142,31,Unclassified,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0708
OM850392,Staphylococcus phage B2-102,142,31,Unclassified,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0708
ON113344,Staphylococcus phage T2-102,142,31,Unclassified,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0708
KY779849,Staphylococcus phage qdsa002,142,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0612
MN045228,Staphylococcus phage Maine,142,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
MT596501,Staphylococcus phage vB_SepM_BE04,142,28,Sepunavirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0695
MW546066,Staphylococcus phage PM25,142,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
MW546067,Staphylococcus phage PM28,142,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
NC_019726,Staphylococcus phage JD007,142,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
NC_023573,Staphylococcus phage phiSA12,142,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
NC_025416,Staphylococcus phage MCE-2014,142,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0602
NC_028765,Staphylococcus phage phiIPLA-RODI,142,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0602
NC_029080,Staphylococcus phage 812,142,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
OP940114,Staphylococcus phage vB_SauM_VL10,142,30,Silviavirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0715
OP961718,Staphylococcus phage vB_SauM_VL14,142,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0602
OQ428188,Staphylococcus phage ESa2,142,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0612
OQ448195,Staphylococcus phage 110,142,28,Sepunavirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0695
OQ915374,Staphylococcus phage vB_SAP01,142,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
OR495700,Staphylococcus phage CUB-B,142,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
OR602702,Staphylococcus phage vB_SauM-V1SA09,142,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0602
OR611155,Staphylococcus phage vB_SauM-V1SA12,142,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0602
AP018375,Staphylococcus phage phiSA039,141,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
JX080301,Staphylococcus phage A3R,141,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
KC012913,Staphylococcus phage Team1,141,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
KM216423,Staphylococcus phage P108,141,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0602
MT080582,Staphylococcus phage vB_SauM_EW1,141,31,Unclassified,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0676
MT080586,Staphylococcus phage vB_SauM_EW2,141,31,Unclassified,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0676
MT080594,Staphylococcus phage vB_SauM_EW4,141,31,Unclassified,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0676
MT787017,Staphylococcus phage WV,141,31,Unclassified,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0721
MZ417319,Staphylococcus phage PG-2021_16,141,31,Unclassified,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0686
MZ417322,Staphylococcus phage PG-2021_19,141,31,Unclassified,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0723
MZ417332,Staphylococcus phage PG-2021_38,141,31,Unclassified,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0686
KP027447,Staphylococcus phage vB_SepM_ phiIPLA-C1C,141,28,Sepunavirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0695
MZ417345,Staphylococcus phage PG-2021_84,141,31,Unclassified,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0686
MZ417347,Staphylococcus phage PG-2021_87,141,31,Unclassified,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0686
OP913464,Staphylococcus virus vB_SurM-PSU6,141,31,Unclassified,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0728
KP687432,Staphylococcus phage IME-SA2,141,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
KR908644,Staphylococcus phage IME-SA119,141,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
LC574321,Staphylococcus phage SaGU1,141,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0602
LC788704,Staphylococcus phage phiSNIID,141,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
MH159197,Staphylococcus phage VB_SavM_JYL01,141,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0602
MH321490,Staphylococcus phage Quidividi,141,28,Sepunavirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0695
MH542234,Staphylococcus phage Terranova,141,28,Sepunavirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0695
MK250904,Staphylococcus phage VB-SavM-JYL02,141,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0602
MK584893,Staphylococcus phage vBSM-A1,141,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
MT596503,Staphylococcus phage vB_SepM_BE06,141,28,Sepunavirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0695
MT596504,Staphylococcus phage vB_SepM_BE07,141,28,Sepunavirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0695
MT596505,Staphylococcus phage vB_SepM_BE08,141,28,Sepunavirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0695
MT596506,Staphylococcus phage vB_SepM_BE09,141,28,Sepunavirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0695
MW546065,Staphylococcus phage PM22,141,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
NC_025417,Staphylococcus phage Team1,141,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
NC_025426,Staphylococcus phage P108,141,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0602
NC_028962,Staphylococcus phage vB_SepM_ phiIPLA-C1C,141,28,Sepunavirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0695
NC_047723,Staphylococcus phage A3R,141,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
NC_047730,Staphylococcus phage IME-SA2,141,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
NC_047732,Staphylococcus phage IME-SA119,141,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
OL960569,Staphylococcus phage APTC_SA_12,141,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
OP263967,Staphylococcus phage Biyabeda-mokiny_1,141,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
OP263968,Staphylococcus phage Biyabeda-mokiny_2,141,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
OQ031494,Staphylococcus phage MRostami-2023d,141,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
OQ355702,Staphylococcus phage vB_SepM_BE24,141,28,Sepunavirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0695
OQ981145,Staphylococcus phage Baghdad,141,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0602
OR062950,Staphylococcus phage 357Saur119PP,141,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
OR513905,Staphylococcus phage vB_SauH-H33,141,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
OR602703,Staphylococcus phage vB_SauM-V1SA15,141,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0699
OR640349,Staphylococcus phage vB_SauM-T-SE-G1,141,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0602
OR640350,Staphylococcus phage vB_SauM-T-SE-G2,141,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0602
PP140390,Staphylococcus phage LSA2302,141,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0602
PP661519,Staphylococcus phage vB_SauM-SDQ,141,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0602
AB853330,Staphylococcus phage S25-3,140,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
JQ686190,Staphylococcus phage G15,140,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0602
KF021268,Staphylococcus phage phiIBB-SEP1,140,28,Sepunavirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0695
KJ206560,Staphylococcus phage 812,140,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
KJ206561,Staphylococcus phage 812,140,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
KY794643,Staphylococcus phage vB_Sau_S24,140,31,Unclassified,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0590
MT080593,Staphylococcus phage vB_SauM_EW36,140,31,Unclassified,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0732
MT080596,Staphylococcus phage vB_SauM_EW42,140,31,Unclassified,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0732
MZ417350,Staphylococcus phage PG-2021_8,140,31,Unclassified,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0686
OP913463,Staphylococcus virus vB_SurM-PSU5,140,31,Unclassified,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0733
KP687431,Staphylococcus phage IME-SA1,140,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
KR902361,Staphylococcus phage IME-SA118,140,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
KX171212,Staphylococcus phage vB_SscM-1,140,32,Sciuriunavirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0738
KX171213,Staphylococcus phage vB_SscM-2,140,32,Sciuriunavirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0738
MG557618,Staphylococcus phage HSA30,140,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0602
MH136584,Staphylococcus phage HYZ21,140,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
MN304941,Staphylococcus phage vB_SauH_IME522,140,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0602
MN336261,Staphylococcus phage Sb1_8383,140,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
MN539737,Staphylococcus phage vB_SauM-C,140,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
MT080600,Staphylococcus phage vB_SauM_EW71,140,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
MT080602,Staphylococcus phage vB_SauM_EW74,140,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
MT151386,Staphylococcus phage Twort,140,30,Twortvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0736
MT596502,Staphylococcus phage vB_SepM_BE05,140,28,Sepunavirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0695
MW430345,Staphylococcus phage ZCSS1,140,32,Sciuriunavirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0735
MW460250,Staphylococcus phage SAOMS1,140,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
MZ417325,Staphylococcus phage PG-2021_23,140,28,Sepunavirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0695
MZ573923,Staphylococcus phage vB_ScoM-PSC1,140,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0602
NC_019448,Staphylococcus phage G15,140,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0602
NC_022920,Staphylococcus phage S25-3,140,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
NC_041928,Staphylococcus phage phiIBB-SEP1,140,28,Sepunavirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0695
NC_047729,Staphylococcus phage IME-SA1,140,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
NC_047731,Staphylococcus phage IME-SA118,140,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0597
NC_047767,Staphylococcus phage vB_SscM-1,140,32,Sciuriunavirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0738
OP323059,Staphylococcus phage vB_ScaM-V1SC01,140,30,Kayvirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0602
OQ355703,Staphylococcus phage vB_SepM_BE25,140,28,Sepunavirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0695
OQ448193,Staphylococcus phage 80A,140,28,Sepunavirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0695
OQ448194,Staphylococcus phage 80B,140,28,Sepunavirus,Twortvirinae,Herelleviridae,Staphylococcus,dsDNA,vOTU_0695
